Name,Platform,Release_year,Genre,Publisher,Rating
Samurai Shodown V,XB,2006,Fighting,Ignition Entertainment,58
Falcon 4.0: Allied Force,PC,2005,Simulation,Graphsim Entertainment,90
Minna no Chizu 2,PSP,2007,Misc,Zenrin,
Pro Fishing Challenge,XB,2004,Sports,Atlus,62
Franklin's Great Adventures,DS,2006,Action,Game Factory,
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016,Role-Playing,Tecmo Koei,
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,81
Princess Saver! Eternal Love for My Lady,PS2,2010,Adventure,Comfort,
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002,Sports,Namco Bandai Games,
Ice Age: Dawn of the Dinosaurs,PC,2009,Action,Activision,67
To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,
Tokyo Mew Mew,PS,2002,Role-Playing,Takara,
Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,
Twinkle * Crusaders GoGo!,PSP,2010,Adventure,ASCII Media Works,
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012,Adventure,Idea Factory,
Rule of Rose,PS2,2006,Action,505 Games,59
RedCard 20-03,GC,2002,Sports,Midway Games,71
Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,
Freestyle Metal X,XB,2003,Racing,Midway Games,
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,
Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,Namco Bandai Games,
Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,31
Pac-Man World Rally,PS2,2006,Racing,Namco Bandai Games,54
Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,
GT Legends,PC,2005,Racing,Atari,84
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,
Ukiyo no Roushi,PSV,2015,Action,Unknown,
Uta Kumi 575,PSV,2014,Misc,Sega,
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,
Street Fighter X Tekken,PC,2012,Fighting,Capcom,79
Kung Fu Panda,PC,2008,Action,Activision,71
428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,
Catan,DS,2009,Strategy,CDV Software Entertainment,
Frontlines: Fuel of War,PC,2008,Shooter,THQ,73
Jewel Match 2,DS,2012,Puzzle,Easy Interactive,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Misc,D3Publisher,
Rugby World Cup 2015,XOne,2015,Sports,Ubisoft,
NFL Blitz Pro,GC,2003,Sports,Midway Games,71
Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,68
Totally Spies! 2: Undercover,DS,2006,Action,Atari,
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,
Commandos: Strike Force,XB,2006,Shooter,Eidos Interactive,62
Warriors of the Lost Empire (JP sales),PSP,2007,Role-Playing,Mercury Games,
Jojo's Bizarre Adventure,PS,1999,Fighting,Virgin Interactive,
Lode Runner,DS,2006,Puzzle,Hudson Entertainment,
Evolution Snowboarding,PS2,2002,Sports,Konami Digital Entertainment,38
Zathura,XB,2005,Adventure,Take-Two Interactive,48
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Puzzle,Compile,
Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,78
Happiness! De-Lucks,PS2,2007,Adventure,Marvelous Interactive,
Doki Majo Plus,DS,2009,Adventure,SNK Playmore,
Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,40
Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,
Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,
Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,
Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,D3Publisher,
Test Drive Unlimited,PC,2007,Racing,Atari,79
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,Gaga,
Saint,Wii,N/A,Shooter,Unknown,
Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,36
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,
Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,
F1 Race Stars,PC,2012,Racing,Codemasters,62
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Misc,Plenty,
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,
Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,
Serious Sam: Next Encounter,GC,2004,Shooter,Global Star,69
Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,
Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,53
Akai Ito DS,DS,2008,Adventure,Alchemist,
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,
Freedom Wings,DS,2006,Simulation,Natsume,46
Unreal Anthology,PC,2006,Shooter,Midway Games,
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,
Triple Crown Championship Snowboarding,Wii,2010,Sports,Destineer,
Dream Chronicles,DS,2010,Adventure,Zoo Games,
18 Wheels of Steel: Extreme Trucker,PC,2009,Racing,Rondomedia,
X3: Terran War Pack,PC,2012,Misc,Deep Silver,
Geon Cube,Wii,2009,Puzzle,P2 Games,
Left 4 Dead,PC,2008,Shooter,Electronic Arts,89
Steal Princess,DS,N/A,Platform,Unknown,60
Ballblazer Champions,PS,1997,Sports,CTO SpA,
Azada,3DS,2012,Puzzle,Licensed 4U,
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Adventure,Alchemist,
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Strategy,Broccoli,
Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,
Genroh,PSP,2012,Action,Idea Factory,
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Adventure,Alchemist,
Iron Phoenix,XB,2005,Fighting,Sega,58
Kuon,PS2,2004,Adventure,Indie Games,57
Kannou Mukashi Banashi Portable,PSP,2012,Adventure,Idea Factory,
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,
Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,
Tale of a Hero,PC,2010,Adventure,Daedalic,
UnchainBlades EXXiV,3DS,2012,Role-Playing,FuRyu,
Mount & Blade,PC,2008,Role-Playing,Paradox Interactive,
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,57
Fritz Chess,DS,2009,Strategy,Deep Silver,
Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,
Mind over Matter,DS,2010,Puzzle,505 Games,
Dies Irae: Amantes Amentes,PSP,2012,Action,Views,
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,
Casper's Scare School: Classroom Capers,DS,2008,Adventure,Blast! Entertainment Ltd,
Discovery Kids: Snake Safari,DS,2009,Simulation,505 Games,
Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,
Fuel,PC,2009,Racing,Codemasters,67
The Settlers IV,PC,2001,Strategy,Blue Byte,
Ryu-koku,PS2,2006,Adventure,KID,
Dungeon Defenders,PC,2011,Role-Playing,Unknown,81
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,
GunParade Orchestra: Midori no Shou,PS2,2006,Adventure,Sony Computer Entertainment,
Group S Challenge,XB,2003,Racing,Capcom,57
Fritz Chess,Wii,2009,Strategy,Deep Silver,
G1 Jockey Wii,Wii,2007,Sports,Tecmo Koei,
Shooter: Starfighter Sanvein,PS,2000,Shooter,Midas Interactive Entertainment,
Sakura Wars 1 & 2,PSP,2006,Strategy,Sega,
Dragon's Lair,DS,2010,Platform,Destineer,63
Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,64
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Adventure,DTP Entertainment,63
Cities in Motion Collection,PC,2011,Simulation,Unknown,
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,
Terminator 3: The Redemption,GC,2004,Shooter,Atari,68
Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,
Tengen Toppa Gurren-Lagann,DS,2007,Action,Konami Digital Entertainment,
Mario Tennis,3DS,N/A,Sports,N/A,
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,
Pebble Beach Golf Links,SAT,1994,Sports,Sega,
Veggy World,DS,2011,Shooter,Jack of All Games,
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,19
Indigo Prophecy,PC,2005,Adventure,Atari,85
Overlord,PC,2007,Strategy,Codemasters,81
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Strategy,Electronic Arts,84
Whiteout,PS2,2002,Racing,Konami Digital Entertainment,50
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,
Command & Conquer: The First Decade,PC,2006,Strategy,Electronic Arts,
Shiratsuyu no Kai,PSP,2013,Adventure,Idea Factory,
Rugby League Team Manager 2015,PC,2015,Action,Alternative Software,
FIFA Soccer 09,PC,2008,Sports,Electronic Arts,77
Quake 4,PC,2005,Shooter,Activision,81
XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,69
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,
Max Payne,PC,2001,Shooter,Take-Two Interactive,89
Taito Legends 2,PS2,2006,Misc,Empire Interactive,67
Touhou Genso Rondo: Bullet Ballet,PS4,2016,Shooter,Nippon Ichi Software,55
Kill.Switch,GBA,2004,Shooter,Zoo Digital Publishing,
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,2010,Adventure,Idea Factory,
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,
So Blonde,PC,2008,Adventure,Eidos Interactive,
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,63
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,
Guess the Logos,XB,2004,Puzzle,Sega,
Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,
Resident Evil Zero,PC,2016,Action,Capcom,
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,
Homeworld,PC,1998,Strategy,Vivendi Games,93
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,
Sniper Elite V2,WiiU,2013,Shooter,505 Games,58
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,
Casper: Spirit Dimensions,GC,2002,Platform,TDK Mediactive,
Meitantei Evangelion,PS2,2007,Adventure,Broccoli,
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,
Paragon,PS4,2016,Action,Epic Games,
Order of War,PC,2009,Strategy,Square Enix,69
The Fast and the Furious,PSP,2007,Racing,Deep Silver,58
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,
Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,
Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,
Robotics;Notes,X360,2012,Adventure,5pb,
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,59
Sacred Gold,PC,2005,Role-Playing,Encore,
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,
T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,62
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,
Super PickUps,PS2,2007,Racing,XS Games,
Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,57
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,
Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,
Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,
Nisenochigiri,PSP,2010,Adventure,Idea Factory,
Sacred 3,PC,2014,Role-Playing,Deep Silver,57
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,69
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,67
Last Escort,PS2,2006,Adventure,D3Publisher,
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,
SAW,PC,2009,Action,Konami Digital Entertainment,55
World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,
Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,
Livly Garden,DS,2010,Simulation,Marvelous Interactive,
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,N/A,
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,65
Spider-Man 3,PC,2007,Platform,Activision,62
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,63
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,
Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,64
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,
Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,
Gal Gun,PS3,2012,Shooter,Alchemist,
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,
Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,
Code R,SAT,1998,Adventure,Quintet,
The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,
Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,
Disney Sports Football,GBA,2002,Sports,Unknown,62
Chicken Hunter,DS,2007,Shooter,Phoenix Games,39
Net High,PSV,2015,Adventure,Marvelous Games,
Kao Challengers,PSP,2005,Platform,Atari,57
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,47
Spider-Man: Web of Shadows,PC,2008,Action,Activision,52
Demolition Company: Gold Edition,PC,2011,Simulation,N/A,
Onechanbara Special,PSP,2011,Action,D3Publisher,
Headhunter: Redemption,XB,2004,Action,Sega,59
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,
Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,
Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,Dorart,
Polar Bowler,DS,2008,Sports,Mumbo Jumbo,
Prehistorik Man,GBA,2001,Platform,THQ,69
Winter Sports 2011,X360,2011,Sports,DTP Entertainment,
F1 2002,GBA,2002,Racing,"Destination Software, Inc",
Chicago Enforcer,XB,2005,Shooter,Kemco,33
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,85
Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,
Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,52
Stormrise,PC,2009,Strategy,Sega,42
Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,
UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,
Super Bowling,N64,1999,Sports,Athena,
Rat Attack!,N64,2000,Puzzle,Mindscape,
Kawaii Koinu DS 3,DS,2010,Simulation,MTO,
Hoppie,DS,2011,Platform,Jack of All Games,
Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,
Resident Evil 4 HD,XOne,2016,Shooter,Capcom,
Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,
Cross Treasures,DS,2009,Role-Playing,Square Enix,
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,81
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,57
Fast & Furious: Showdown,PS3,2013,Action,Activision,
Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,
War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,
Silent Bomber,PS,1999,Action,Virgin Interactive,
Samurai & Dragons,PSV,2012,Action,Sega,
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,
TalkMan,PSP,2006,Misc,Sony Computer Entertainment,
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,43
Oil Rush,PC,2012,Strategy,Iceberg Interactive,67
XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,66
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,79
Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,66
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,
Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,
Timmy Time,DS,2011,Action,Avanquest,
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,73
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,
Airport Simulator,PC,2011,Simulation,Unknown,
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,38
Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,
ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,68
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,
Vitamin R,PSP,2013,Adventure,D3Publisher,
Angelique Retour,PSV,2015,Action,Tecmo Koei,
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,40
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,65
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,70
Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,
Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,
Backyard Baseball '09,PS2,2008,Sports,Atari,
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,70
Puzzle City,DS,2009,Puzzle,Destineer,
Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,
CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,
Pastel Chime Continue,PSP,2010,Adventure,5pb,
Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,
Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,
Pump It Up: Exceed,XB,2005,Misc,Mastiff,74
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,26
TOCA Race Driver 3,PC,2006,Racing,Codemasters,84
Malice,PS2,2004,Platform,Evolved Games,51
Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,
Defendin' De Penguin,DS,2008,Strategy,Zushi Games,
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,
Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,
Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,
Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,38
Spanish for Everyone!,DS,2007,Puzzle,Activision,
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,69
Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,
Runaway: A Twist of Fate,DS,N/A,Adventure,Focus Home Interactive,66
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,
X-Plane 10 Global,PC,2013,Simulation,Aerosoft,
Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,
WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,77
StormLover Karen!!,PSP,2011,Adventure,D3Publisher,
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,65
Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,
Ten Pin Alley 2,Wii,2008,Sports,XS Games,30
Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,
AIR,PSP,2007,Adventure,Prototype,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,
Otoko Yukaku,PSV,2015,Action,D3Publisher,
Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,72
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,
Virtua Pro Football,PS2,2006,Sports,Sega,
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Racing,Unknown,
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,
Mini Ninjas,PC,2009,Action,Eidos Interactive,74
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,
Kazoku Keikaku,PSP,2010,Adventure,CyberFront,
Resident Evil 5 HD,XOne,2016,Action,Capcom,
Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,
Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,
Army Rescue,Wii,2009,Shooter,UFO Interactive,
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,67
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,
UFO: Trilogy,PC,2007,Strategy,Unknown,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,
Aoishiro,PS2,2008,Adventure,Success,
Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,
Virtual Kasparov,GBA,2002,Strategy,Titus,70
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,57
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,
Speed Kings,GC,2003,Racing,Acclaim Entertainment,59
Mighty No. 9,XOne,2016,Platform,Deep Silver,55
You Don't Know Jack,PC,1995,Misc,Vivendi Games,
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,84
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,68
Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,87
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,
Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,
Hogs of War,PS,2000,Strategy,Infogrames,62
Elven Legacy,PC,2009,Strategy,Paradox Interactive,71
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,50
Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,78
Mushihimesama,X360,2012,Action,Cave,
